0.011447,0.328011,0.511606,3.098,0.781,-1.388
0.137136,0.388179,0.401709,2.99,0.591,-1.772
-0.022311,0.448877,0.379679,-2.979,0.696,-1.482
0.180682,0.474491,0.228237,2.648,0.666,-2.05
-0.002958,0.543543,0.23807,-3.018,0.853,-1.459
0.056663,0.420068,0.38872,3.126,0.798,-1.607
0.163475,0.420437,0.339167,2.668,0.654,-1.854
0.027575,0.481337,0.339398,-3.028,0.878,-1.551
-0.071379,0.490374,0.32246,-2.546,0.822,-1.208
0.050952,0.469883,0.326008,3.055,0.676,-1.624
0.054808,0.360777,0.502256,3.076,0.874,-1.554
-0.033753,0.370003,0.48631,-2.885,0.738,-1.534
0.171054,0.395169,0.412083,2.699,0.642,-1.908
0.04387,0.566445,0.152938,-3.022,0.966,-1.527
-0.052932,0.563208,0.135691,-2.524,0.797,-0.984
0.155092,0.546614,0.117314,2.683,0.824,-2.189
0.066129,0.511947,0.320596,3.047,0.774,-1.692
0.205534,0.490143,0.1429,2.172,0.222,-2.496
0.01683,0.563605,0.252793,-2.454,0.767,-1.105
0.076874,0.497324,0.321717,2.992,0.7,-1.722
0.013978,0.526571,0.315439,-3.001,0.802,-1.489
0.10473,0.493757,0.311727,-3.109,0.672,-1.724
-0.007574,0.544725,0.298551,-3.066,0.856,-1.475
0.094064,0.539812,0.235993,2.846,0.743,-1.879
0.144546,0.528225,0.245054,2.752,0.76,-2.027
-0.023119,0.490904,0.378583,-2.966,0.792,-1.422
-0.005893,0.56831,0.114209,2.841,0.906,-1.78
0.076209,0.564441,0.113485,2.478,0.796,-2.221
-0.012525,0.557409,0.224091,-2.669,0.787,-1.218
0.001107,0.473253,0.385557,-3.069,0.72,-1.509
